director,return_total
Tony Randel,4.030245
Tony Richardson,37.6
Tony Scott,60.00905652087332
"Travis Cluff, Chris Lofing",426.6441
Travis Knight,1.1654924166666667
Trevor Wall,0.9479166111111111
Trey Nelson,1.0
Trey Parker,1.5908569375
Trish Sie,1.9147921333333333
Troy Duffy,1.3337436249999999
Troy Miller,2.066711315789474
Troy Nixey,1.47972672
Tsui Hark,3.978714230769231
"Tsui Hark, Ringo Lam",0.8359717
Tyler Perry,21.510668153333334
Udayan Prasad,0.021133333333333334
Uli Edel,1.0586344393939395
Ulrich Seidl,0.006740833333333333
Ulu Grosbard,0.7400289473684211
Uwe Boll,2.592383057142857
V. Z. Durai,1.0
Vadim Perelman,1.0268360606060607
Valery Todorovsky,1.1206922
Vasanth,1.0
Venkat Prabhu,4.590163934426229
Vera Farmiga,0.4208665
Vetrimaran,6.423076923076923
Vic Armstrong,1.23018275
Vicky Jenson,0.42701633333333333
"Vicky Jenson, Bibo Bergeron, Rob Letterman",4.897000253333333
Victor Fleming,114.2407985200624
Victor Nunez,1.25179625
Victor Salva,9.633700429411764
Victor Saville,0.7111111111111111
Vijay Krishna Acharya,4.666666666666667
Vikram Kumar,1.5
Vikramaditya Motwane,1.048780487804878
Viktor Shamirov,1.660765
Vincent Gallo,1.583398
"Vincent Paronnaud, Marjane Satrapi",0.11902425
Vincent Ward,0.841000505882353
Vincente Minnelli,2.4509601259663065
"Vincente Minnelli, Busby Berkeley",2.4264076684573226
Vincenzo Natali,2.007272
Vishal Bhardwaj,2.0144444444444445
Vishnuvardhan,2.282608695652174
Vittorio De Sica,2.719639097744361
Vivek Agnihotri,0.8150130310071144
Vladimir Bortko,0.67263568
Vladimir Grammatikov,0.3194444444444444
Vladimir Shchegolkov,0.2826
"Vladlen Barbe, Maksim Sveshnikov",1.7714285714285714
Vondie Curtis-Hall,0.23962118181818182
W.S. Van Dyke,10.341267446379987
Wally Pfister,1.03039258
Walt Becker,10.289934028571428
Walter Hill,26.11476719551854
"Walter Hill, Jack Sholder",0.16475645555555554
Walter Lang,4.681318681318682
Walter Murch,0.44551204
Walter Salles,3.1303751303448277
Warren Beatty,4.598008176586879
Wayne Beach,0.07984612903225806
Wayne Kramer,0.6003169294117647
Wayne Wang,19.741696678272298
"Wayne Wang, Paul Auster",1.1927757142857143
Werner Herzog,1.1412783800000001
Wes Anderson,18.849509634801585
Wes Ball,15.347274351494697
Wes Craven,161.81953859189636
Wesley Ruggles,12.666666666666666
Wesley Strick,0.41285714285714287
Whit Stillman,4.672189333333334
Will Canon,1.129
"Will Finn, John Sanford",0.9450132818181818
Will Gluck,16.65732653708791
Will Koopman,5.142857142857143
Willard Carroll,0.1985039
Willard Huyck,2.0963154744744745
William A. Fraker,0.16364444444444445
William A. Graham,0.25525945454545457
"William Beaudine, Tom McNamara",2.086239224951721
William Brent Bell,111.18900392222221
William Castle,55.55555555555556
William Dear,0.31031944
William Eubank,0.150224
William Friedkin,82.95879272398989
William Malone,2.622344164473684
William Monahan,0.18576432
William Nigh,2.0551724137931036
William Phillips,0.05583369437211893
William Riead,1.0
William Sachs,0.8845454545454545
William Shatner,2.34
William Wyler,42.830117095238094
Wilson Yip,9.015221565989204
Wim Wenders,5.916247257716199
Wolfgang Becker,16.538516666666666
Wolfgang Petersen,26.27115616493404
Wolfgang Reitherman,74.91093271666668
Wong Kar-wai,20.384807140241797
Woody Allen,96.88784128640854
Wu Jing,6.666666666666667
Wuershan,7.521621621621621
Wych Kaosayananda,0.28462904285714286
Xavier Beauvois,10.35601675
Xavier Dolan,0.7143649838882922
Xavier Gens,4.172573041666666
Xu Zheng,94.54545454545455
Xue Xiaolu,16.666666666666668
Yash Chopra,12.659441318681319
Yegor Konchalovsky,0.0680624
Yoon Je-kyoon,0.7063530625
Yorgos Lanthimos,3.91404825
Yukihiko Tsutsumi,1.5622429
Yuriy Kara,0.005166666666666667
"Yvette Kaplan, Paul Bolger, Greg Tiernan",0.8103357021276596
Yôji Yamada,1.4677974
Yılmaz Erdoğan,4.651492
Zach Braff,15.094394294545454
Zacharias Kunuk,1.9580149948293692
Zack Snyder,20.867321632755562
Zal Batmanglij,0.36946307692307695
"Zana Briski, Ross Kauffman",10.043031428571428
Zhang Yimou,9.075764561298751
"Zhang Yimou, Yasuo Furuhata",0.50031
Zoya Akhtar,1.6923076923076923
Álex de la Iglesia,0.4598094285714286
Émile Gaudreault,0.6950646255368649
